ls_xy,ls_z,os_xyz,ls_t,os_t,ls_ap,mse
0.06,0.5,150.0,0.02,25.0,2.0,73.55582427978516
0.03,1.0,25.0,0.5,75.0,0.5,58.527225494384766
0.12,1.0,150.0,5.0,5.0,0.5,59.74795150756836
0.06,1.0,75.0,0.5,5.0,0.5,60.06132888793945
0.06,1.0,75.0,5.0,5.0,1000000.0,
0.015,0.5,75.0,0.5,5.0,1.0,55.95802307128906
0.12,0.25,150.0,0.5,5.0,2.0,
0.12,0.5,25.0,5.0,5.0,1000000.0,85.10248565673828
0.03,1.0,75.0,0.5,25.0,1000000.0,70.33268737792969
0.015,1.0,75.0,50.0,5.0,0.5,53.703285217285156
0.24,0.5,150.0,0.1,25.0,1.0,
0.06,1.0,150.0,0.5,75.0,1.0,
0.015,0.25,25.0,0.5,25.0,1.0,56.327598571777344
0.24,0.25,150.0,0.02,5.0,0.5,66.80350494384766
0.06,0.25,75.0,0.5,25.0,2.0,65.45580291748047
0.06,1.0,25.0,0.02,75.0,0.5,88.81816864013672
0.24,0.5,150.0,0.1,25.0,1000000.0,
0.015,0.5,150.0,5.0,25.0,0.5,59.43730545043945
0.015,1.0,150.0,0.5,5.0,0.5,57.06362533569336
0.03,0.25,75.0,0.5,75.0,1000000.0,
0.015,0.5,150.0,0.5,25.0,1.0,60.48908996582031
0.24,1.0,25.0,0.1,75.0,2.0,
0.06,0.5,75.0,0.02,75.0,1.0,85.78511047363281
0.06,0.5,150.0,5.0,75.0,1000000.0,
0.015,1.0,150.0,0.02,25.0,1000000.0,81.09329986572266
0.06,0.5,25.0,0.1,75.0,2.0,77.95716857910156
0.03,1.0,75.0,5.0,5.0,0.5,56.1413688659668
0.24,1.0,150.0,0.1,25.0,0.5,
0.06,0.25,150.0,0.5,5.0,2.0,
0.03,1.0,25.0,5.0,75.0,1000000.0,
0.06,0.25,150.0,0.5,75.0,2.0,
0.06,0.25,150.0,50.0,75.0,1.0,
0.03,1.0,25.0,0.1,25.0,1000000.0,75.58610534667969
0.12,0.5,75.0,5.0,25.0,1.0,65.48664093017578
0.24,1.0,150.0,5.0,5.0,1000000.0,
0.03,1.0,150.0,0.5,5.0,1000000.0,67.6761245727539
0.24,0.25,150.0,5.0,25.0,1000000.0,
0.06,1.0,75.0,0.02,25.0,2.0,77.32107543945312
0.12,0.25,75.0,50.0,25.0,1.0,63.65895462036133
0.015,0.25,150.0,0.1,75.0,2.0,75.00763702392578
0.03,1.0,75.0,0.1,5.0,2.0,56.64579772949219
0.12,0.5,75.0,0.1,25.0,1.0,72.70738983154297
0.24,1.0,150.0,0.02,75.0,2.0,
0.12,0.5,150.0,5.0,5.0,1000000.0,
0.03,1.0,75.0,0.5,75.0,2.0,60.5206184387207
0.03,0.25,25.0,50.0,75.0,1000000.0,
0.06,0.25,150.0,0.02,25.0,2.0,73.34901428222656
0.06,0.5,150.0,50.0,5.0,1000000.0,
0.12,1.0,75.0,5.0,5.0,0.5,62.621116638183594
0.015,1.0,25.0,0.02,25.0,0.5,76.17536163330078
0.06,0.25,25.0,50.0,75.0,1.0,
0.06,0.5,75.0,5.0,25.0,1.0,62.38090133666992
0.12,0.25,75.0,5.0,5.0,1.0,63.12279510498047
0.12,0.5,75.0,0.1,5.0,1.0,64.54229736328125
0.12,0.25,150.0,0.5,25.0,2.0,
0.24,0.5,75.0,0.1,5.0,1000000.0,
0.03,0.5,75.0,0.5,25.0,2.0,57.98865509033203
0.24,0.5,25.0,0.02,75.0,2.0,101.97843933105469
0.06,1.0,150.0,50.0,25.0,0.5,64.77233123779297
0.03,0.25,150.0,50.0,5.0,0.5,54.306217193603516
0.015,1.0,75.0,0.1,75.0,0.5,72.55904388427734
0.24,0.25,75.0,50.0,25.0,0.5,
0.06,0.5,75.0,0.1,75.0,0.5,79.22966766357422
0.12,0.25,25.0,5.0,75.0,2.0,
0.06,0.5,75.0,0.1,25.0,2.0,67.29840850830078
0.015,0.25,150.0,0.02,5.0,1.0,57.801513671875
0.12,1.0,25.0,50.0,5.0,0.5,67.0569076538086
0.03,0.5,25.0,0.5,25.0,2.0,61.18776321411133
0.12,1.0,25.0,0.5,25.0,1.0,75.3744125366211
0.015,0.5,75.0,0.5,75.0,1000000.0,66.83195495605469
0.24,0.5,75.0,50.0,25.0,1000000.0,
0.03,1.0,25.0,0.02,5.0,2.0,64.98695373535156
0.12,1.0,25.0,0.02,5.0,1.0,72.1279525756836
0.015,1.0,75.0,50.0,25.0,2.0,58.5448112487793
0.24,0.25,75.0,5.0,25.0,0.5,69.34207916259766
0.06,0.5,25.0,0.02,5.0,1.0,63.27064895629883
0.24,1.0,25.0,0.1,5.0,1000000.0,101.30113983154297
0.015,0.5,25.0,0.02,75.0,1000000.0,92.94999694824219
0.015,0.5,150.0,0.1,25.0,1.0,66.76034545898438
0.24,0.5,75.0,0.5,5.0,2.0,
0.06,1.0,25.0,0.5,25.0,2.0,72.09313201904297
0.24,0.5,75.0,5.0,25.0,2.0,
0.015,1.0,150.0,5.0,5.0,0.5,57.879661560058594
0.015,1.0,25.0,0.1,75.0,0.5,70.19042205810547
0.03,0.5,75.0,5.0,25.0,0.5,57.41417694091797
0.06,0.5,75.0,0.1,25.0,0.5,68.28657531738281
0.015,1.0,25.0,5.0,75.0,2.0,58.61301040649414
0.24,1.0,75.0,5.0,75.0,2.0,
0.03,0.25,25.0,5.0,75.0,1.0,54.44706726074219
0.03,1.0,150.0,5.0,5.0,1000000.0,65.92718505859375
0.12,1.0,150.0,50.0,25.0,0.5,
0.06,0.25,75.0,5.0,25.0,1000000.0,
0.03,0.5,150.0,0.1,75.0,1.0,75.1222152709961
0.03,1.0,25.0,50.0,5.0,1000000.0,67.93415832519531
0.12,0.25,25.0,0.1,75.0,1000000.0,
0.015,0.25,25.0,0.02,5.0,1.0,61.80134963989258
0.015,0.25,150.0,50.0,5.0,2.0,59.639869689941406
0.015,0.5,150.0,50.0,25.0,1000000.0,68.31880950927734
0.24,0.5,75.0,0.1,75.0,2.0,
0.12,0.5,25.0,0.02,5.0,1000000.0,91.25431823730469
0.06,1.0,150.0,0.1,5.0,1000000.0,
0.06,1.0,25.0,0.1,25.0,1.0,71.3555908203125
0.12,0.25,25.0,0.1,5.0,1000000.0,86.60098266601562
0.06,1.0,25.0,5.0,25.0,1.0,66.04769897460938
0.12,1.0,75.0,0.5,75.0,1.0,
0.06,0.5,25.0,50.0,25.0,1.0,60.979496002197266
0.12,0.25,75.0,0.1,75.0,1.0,
0.06,0.25,25.0,0.02,5.0,1000000.0,81.14546966552734
0.015,1.0,25.0,0.02,25.0,2.0,80.15987396240234
0.12,0.5,25.0,0.02,25.0,1.0,85.52118682861328
0.03,0.25,25.0,0.5,25.0,2.0,60.86326217651367
0.03,0.5,75.0,0.02,5.0,1000000.0,69.5141372680664
0.24,0.5,75.0,0.02,5.0,2.0,
0.015,1.0,150.0,50.0,25.0,2.0,61.13557434082031
0.03,0.25,25.0,0.5,25.0,0.5,55.96823501586914
0.06,0.25,150.0,0.5,5.0,1.0,59.880428314208984
0.24,0.25,150.0,0.02,5.0,1.0,
0.06,1.0,150.0,0.5,75.0,0.5,
0.24,0.25,75.0,50.0,5.0,2.0,
0.015,0.5,25.0,0.5,75.0,2.0,61.12063980102539
0.06,1.0,25.0,50.0,25.0,0.5,62.29914855957031
0.015,0.25,25.0,0.5,75.0,1.0,57.18547439575195
0.12,0.5,75.0,0.02,75.0,1.0,97.12052154541016
0.24,0.5,25.0,0.02,25.0,1000000.0,104.79304504394531
0.12,0.5,75.0,5.0,5.0,2.0,
0.06,1.0,75.0,0.1,75.0,1000000.0,
0.015,0.5,150.0,50.0,5.0,1000000.0,67.47185516357422
0.12,1.0,150.0,50.0,75.0,0.5,
0.24,0.25,150.0,0.1,75.0,1000000.0,
0.015,0.5,75.0,50.0,5.0,0.5,53.3986930847168
0.015,0.5,150.0,0.1,5.0,0.5,56.78253936767578
0.24,0.5,150.0,0.02,75.0,0.5,
0.12,0.5,150.0,0.1,75.0,1000000.0,
0.06,0.25,75.0,50.0,25.0,0.5,58.889949798583984
0.06,1.0,150.0,0.5,25.0,1000000.0,
0.015,0.25,25.0,5.0,75.0,1000000.0,63.58015441894531
0.24,0.5,150.0,0.02,25.0,2.0,
0.015,0.25,75.0,0.1,5.0,1000000.0,67.23753356933594
0.015,1.0,25.0,5.0,5.0,1.0,54.13813400268555
0.03,0.25,150.0,0.5,5.0,1.0,56.293907165527344
0.03,1.0,75.0,50.0,5.0,0.5,54.331363677978516
0.12,0.5,150.0,0.02,75.0,1000000.0,
0.06,0.5,150.0,0.1,25.0,2.0,
0.03,0.5,25.0,50.0,5.0,1.0,53.06632614135742
0.24,1.0,150.0,0.5,25.0,0.5,
0.03,0.5,25.0,0.5,5.0,1.0,55.41929626464844
0.06,1.0,150.0,50.0,25.0,1000000.0,
0.015,0.5,75.0,0.02,75.0,0.5,82.5386734008789
0.24,1.0,150.0,50.0,25.0,1.0,
0.06,0.5,75.0,0.02,25.0,1.0,70.85472106933594
0.24,1.0,150.0,0.02,25.0,2.0,
0.24,0.5,75.0,5.0,75.0,1.0,
0.03,1.0,75.0,0.1,25.0,1.0,63.49235153198242
0.12,0.25,75.0,0.5,25.0,2.0,
0.015,0.5,25.0,5.0,25.0,1000000.0,63.31987380981445
0.12,1.0,150.0,0.5,5.0,1000000.0,
0.12,1.0,75.0,0.1,5.0,1.0,65.96343231201172
0.03,1.0,25.0,0.02,5.0,1.0,59.17939758300781
0.06,0.5,75.0,50.0,25.0,0.5,59.86945343017578
0.015,0.5,150.0,0.02,5.0,1.0,57.75987243652344
0.12,0.25,75.0,5.0,75.0,1000000.0,
0.06,0.25,150.0,50.0,25.0,1000000.0,
0.06,0.5,75.0,0.1,25.0,1000000.0,79.40630340576172
0.03,0.5,75.0,0.1,25.0,1000000.0,71.37948608398438
0.015,1.0,25.0,0.02,5.0,2.0,66.55802917480469
0.06,0.5,75.0,0.02,5.0,2.0,63.0063591003418
0.015,1.0,150.0,0.02,5.0,2.0,61.480674743652344
0.015,0.25,25.0,0.5,5.0,1.0,55.298728942871094
0.24,0.5,25.0,0.5,25.0,1000000.0,
0.03,1.0,75.0,0.5,5.0,0.5,56.464500427246094
0.03,0.5,75.0,0.5,25.0,0.5,57.58782958984375
0.12,1.0,25.0,0.02,5.0,2.0,79.02655029296875
0.24,1.0,25.0,0.1,25.0,0.5,86.13056945800781
0.03,1.0,75.0,0.5,25.0,1.0,59.1570930480957
0.06,0.5,25.0,0.02,5.0,0.5,61.00215148925781
0.24,0.25,75.0,5.0,75.0,1000000.0,
0.03,0.25,150.0,0.02,25.0,2.0,67.22296905517578
0.015,1.0,150.0,5.0,25.0,1.0,62.17387390136719
0.24,0.25,75.0,0.1,5.0,2.0,
0.015,0.25,75.0,0.02,75.0,1.0,82.18191528320312
0.06,0.25,25.0,0.5,5.0,2.0,66.00570678710938
0.06,0.25,150.0,0.02,75.0,0.5,81.42152404785156
0.12,0.5,75.0,50.0,25.0,1.0,
0.03,0.25,75.0,0.5,75.0,2.0,58.075218200683594
0.06,0.25,150.0,0.02,5.0,1000000.0,
0.03,1.0,150.0,0.1,5.0,2.0,55.32195281982422
0.12,0.5,25.0,50.0,5.0,1000000.0,82.58615112304688
0.12,1.0,150.0,50.0,25.0,1.0,
0.06,0.5,25.0,50.0,75.0,1000000.0,
0.12,0.25,75.0,0.1,25.0,1000000.0,
0.06,0.25,25.0,0.02,75.0,2.0,94.35784149169922
0.24,0.25,25.0,0.5,75.0,1.0,
0.06,0.25,25.0,0.1,25.0,0.5,69.15003204345703
0.12,1.0,25.0,0.5,25.0,2.0,79.9640884399414
0.12,0.25,150.0,50.0,75.0,1.0,
0.12,1.0,25.0,0.1,5.0,0.5,68.57182312011719
0.015,1.0,75.0,0.5,5.0,1.0,56.38527297973633
0.015,0.5,75.0,0.02,75.0,1000000.0,91.86323547363281
0.12,0.5,150.0,50.0,25.0,0.5,
0.03,1.0,150.0,0.5,75.0,1000000.0,
0.24,0.25,75.0,0.5,25.0,1000000.0,
0.06,0.5,25.0,0.5,5.0,2.0,66.6002197265625
0.015,0.25,150.0,0.1,75.0,1000000.0,78.21542358398438
0.015,0.5,25.0,0.02,75.0,1.0,84.39079284667969
0.03,0.25,150.0,0.5,25.0,1.0,60.09980392456055
0.12,0.5,150.0,50.0,5.0,0.5,
0.015,0.5,150.0,5.0,5.0,2.0,61.10917663574219
0.12,0.5,25.0,0.02,5.0,1.0,70.6241683959961
0.06,0.5,25.0,50.0,75.0,0.5,
0.06,0.5,150.0,0.1,75.0,1000000.0,
0.24,0.5,150.0,5.0,75.0,0.5,
0.03,0.5,25.0,0.5,75.0,0.5,57.20013427734375
0.06,1.0,25.0,50.0,5.0,1000000.0,76.8779067993164
0.015,1.0,25.0,0.5,75.0,0.5,56.393978118896484
0.24,0.5,150.0,5.0,25.0,2.0,
0.12,0.5,75.0,0.5,25.0,1.0,70.45531463623047
0.015,0.5,75.0,0.1,75.0,1.0,69.90339660644531
0.015,1.0,75.0,50.0,75.0,1000000.0,65.58586120605469
0.24,0.5,75.0,0.5,75.0,2.0,
0.06,0.25,150.0,50.0,75.0,1000000.0,
0.015,0.5,75.0,0.5,25.0,1000000.0,66.57369995117188
0.03,1.0,25.0,0.1,75.0,0.5,72.63775634765625
0.03,1.0,75.0,0.02,5.0,0.5,53.50746536254883
0.015,0.5,150.0,0.02,25.0,1.0,68.47859191894531
0.24,0.25,150.0,5.0,75.0,0.5,
0.12,0.5,150.0,5.0,25.0,2.0,
0.24,0.5,25.0,0.02,25.0,1.0,88.40438079833984
0.03,0.25,25.0,0.1,5.0,1000000.0,70.58271789550781
0.03,0.25,75.0,0.1,25.0,1.0,62.153282165527344
0.03,1.0,25.0,50.0,75.0,2.0,60.19185256958008
0.12,1.0,150.0,0.1,25.0,1000000.0,
0.06,0.5,150.0,0.5,5.0,2.0,
0.015,0.25,25.0,0.1,75.0,1.0,67.38716888427734
0.24,0.25,25.0,50.0,5.0,1.0,68.18573760986328
0.06,0.5,150.0,0.1,25.0,1.0,69.02537536621094
0.12,1.0,25.0,0.02,25.0,1.0,86.73538970947266
0.06,0.25,25.0,0.1,25.0,1.0,68.09104919433594
0.06,1.0,150.0,0.02,75.0,2.0,89.98780822753906
0.015,0.25,75.0,0.1,75.0,0.5,71.1637954711914
0.06,1.0,75.0,5.0,5.0,2.0,61.51464080810547
0.12,0.5,25.0,50.0,25.0,1.0,67.153076171875
0.06,1.0,150.0,5.0,25.0,2.0,
0.03,0.25,25.0,50.0,75.0,2.0,57.69633483886719
0.24,1.0,75.0,50.0,5.0,2.0,
0.015,0.5,75.0,0.5,5.0,1000000.0,65.87661743164062
0.24,1.0,150.0,0.5,25.0,1.0,
0.24,1.0,75.0,0.1,75.0,1000000.0,
0.12,1.0,75.0,0.02,5.0,2.0,72.91149139404297
0.015,0.5,150.0,5.0,5.0,0.5,57.520790100097656
0.06,1.0,25.0,5.0,75.0,1000000.0,
0.12,0.25,150.0,0.1,5.0,2.0,
0.03,1.0,75.0,0.02,5.0,1.0,54.316131591796875
0.03,0.5,75.0,0.02,75.0,0.5,78.96514129638672
0.015,0.25,150.0,5.0,75.0,1.0,61.91850280761719
0.12,0.25,150.0,5.0,5.0,2.0,
0.06,1.0,75.0,5.0,25.0,2.0,66.20287322998047
0.06,0.25,150.0,0.5,25.0,2.0,
0.015,0.5,25.0,0.5,25.0,1000000.0,65.83232116699219
0.03,0.25,25.0,0.02,25.0,1000000.0,87.81969451904297
0.06,1.0,25.0,0.5,75.0,1.0,
0.06,0.5,25.0,0.1,5.0,2.0,65.96417236328125
0.24,0.25,25.0,50.0,75.0,0.5,
0.03,1.0,75.0,5.0,5.0,2.0,55.54278564453125
0.12,0.25,150.0,50.0,25.0,0.5,
0.015,1.0,25.0,0.02,5.0,1000000.0,72.3470687866211
0.015,0.25,150.0,50.0,5.0,1.0,56.217342376708984
0.12,0.5,75.0,5.0,75.0,2.0,
0.015,1.0,150.0,5.0,25.0,0.5,59.9856071472168
0.06,0.5,150.0,50.0,25.0,1.0,62.17771911621094
0.015,1.0,150.0,0.5,25.0,0.5,59.25978469848633
0.015,0.5,150.0,0.02,5.0,1000000.0,69.6175765991211
0.12,0.25,75.0,0.5,25.0,1000000.0,
0.12,1.0,25.0,0.5,75.0,1000000.0,
0.24,1.0,150.0,0.1,75.0,1.0,
0.03,0.25,75.0,0.02,25.0,1.0,66.2686538696289
0.12,0.25,150.0,0.1,75.0,2.0,
0.06,1.0,25.0,0.1,25.0,1000000.0,84.5322036743164
0.12,0.25,150.0,0.5,75.0,2.0,
0.12,1.0,150.0,0.02,25.0,2.0,
0.24,0.25,75.0,5.0,5.0,2.0,
0.015,0.5,25.0,50.0,25.0,2.0,57.660789489746094
0.24,0.5,150.0,5.0,5.0,0.5,
0.24,0.25,150.0,0.5,75.0,0.5,
0.12,1.0,75.0,0.02,25.0,1.0,81.86628723144531
0.06,0.5,75.0,50.0,25.0,1000000.0,
0.24,1.0,25.0,5.0,75.0,0.5,
0.03,0.25,150.0,50.0,5.0,1.0,53.67585372924805
0.015,1.0,75.0,50.0,75.0,1.0,56.20015335083008
0.12,1.0,75.0,5.0,75.0,2.0,
0.03,0.25,75.0,50.0,25.0,0.5,54.49782180786133
0.24,1.0,75.0,0.02,25.0,0.5,83.88352966308594
0.24,0.25,25.0,0.02,75.0,1000000.0,109.6984634399414
0.06,1.0,25.0,0.5,5.0,2.0,69.22236633300781
0.12,0.5,25.0,50.0,25.0,1000000.0,
0.24,1.0,75.0,0.5,5.0,0.5,69.58867645263672
0.12,1.0,150.0,0.5,25.0,1.0,
0.06,0.25,150.0,5.0,75.0,1000000.0,
0.24,0.5,75.0,50.0,75.0,0.5,
0.06,0.5,75.0,50.0,5.0,0.5,56.88481140136719
0.24,0.25,150.0,0.02,25.0,1.0,
0.06,0.25,150.0,0.02,5.0,2.0,60.4163818359375
0.03,1.0,75.0,0.1,5.0,0.5,55.825164794921875
0.12,0.25,25.0,0.5,5.0,1000000.0,88.19307708740234
0.015,1.0,75.0,0.5,5.0,2.0,59.24140167236328
0.015,0.25,25.0,0.5,25.0,0.5,55.3236083984375
0.06,0.25,150.0,50.0,5.0,1.0,56.4431266784668
0.06,1.0,25.0,0.5,75.0,1000000.0,
0.12,0.25,25.0,5.0,75.0,1.0,
0.03,1.0,25.0,0.5,75.0,1.0,59.35871505737305
0.06,1.0,150.0,5.0,5.0,1000000.0,
0.06,1.0,75.0,0.02,75.0,0.5,83.02654266357422
0.06,0.5,25.0,0.5,75.0,2.0,
0.12,0.25,25.0,50.0,75.0,1.0,
0.06,0.25,150.0,0.02,25.0,1000000.0,
0.03,0.25,25.0,50.0,5.0,1000000.0,66.12957000732422
0.03,1.0,75.0,0.5,5.0,2.0,57.079166412353516
0.06,0.5,150.0,5.0,25.0,1.0,
0.24,1.0,25.0,0.5,25.0,1000000.0,
0.24,1.0,75.0,5.0,5.0,1.0,
0.015,0.5,25.0,0.1,25.0,1000000.0,72.1007080078125
0.03,0.5,150.0,50.0,5.0,1.0,53.89642333984375
0.06,0.25,25.0,0.5,5.0,1000000.0,77.1457748413086
0.24,0.25,25.0,0.02,75.0,1.0,98.52507781982422
0.015,0.5,150.0,50.0,5.0,0.5,54.94335174560547
0.06,0.5,75.0,5.0,75.0,0.5,
0.12,1.0,75.0,50.0,5.0,0.5,63.16246795654297
0.06,0.25,75.0,0.5,25.0,1.0,63.61153030395508
0.12,0.25,75.0,0.5,75.0,0.5,
0.015,0.25,150.0,0.1,5.0,1000000.0,68.643310546875
0.015,1.0,75.0,5.0,75.0,2.0,59.84292984008789
0.12,1.0,150.0,0.02,75.0,1000000.0,
0.015,0.5,75.0,0.02,25.0,2.0,74.56613159179688
0.015,0.25,25.0,0.1,75.0,2.0,70.40497589111328
0.06,0.25,150.0,0.1,25.0,1000000.0,
0.015,0.25,25.0,5.0,75.0,2.0,58.03031539916992
0.24,0.25,150.0,50.0,25.0,0.5,
0.015,0.5,75.0,0.1,5.0,1000000.0,67.21412658691406
0.12,0.25,150.0,0.02,5.0,0.5,60.61482620239258
0.015,0.25,150.0,5.0,5.0,1000000.0,67.90730285644531
0.03,0.5,150.0,0.1,75.0,0.5,77.619873046875
0.12,0.5,75.0,0.5,75.0,1.0,
0.12,0.5,75.0,0.5,75.0,2.0,
0.015,1.0,75.0,0.1,5.0,1000000.0,67.44462585449219
0.03,0.25,150.0,5.0,75.0,0.5,62.081912994384766
0.06,0.5,150.0,50.0,5.0,1.0,56.75974655151367
0.12,0.25,25.0,0.1,5.0,1.0,67.6339340209961
0.015,0.25,75.0,0.5,5.0,2.0,58.848289489746094
0.12,0.5,150.0,0.1,5.0,2.0,
0.12,0.25,25.0,0.02,25.0,1000000.0,103.19270324707031
0.24,0.5,25.0,5.0,75.0,2.0,
0.12,0.5,25.0,0.1,25.0,2.0,80.30288696289062
0.06,1.0,150.0,0.02,75.0,0.5,81.50306701660156
0.03,0.5,150.0,0.02,5.0,1000000.0,68.60814666748047
0.12,1.0,25.0,50.0,75.0,1000000.0,
0.24,0.25,25.0,0.5,5.0,1000000.0,
0.12,1.0,25.0,0.5,5.0,1.0,71.0213851928711
0.015,0.25,75.0,0.02,75.0,2.0,84.96065521240234
0.015,0.5,75.0,0.5,5.0,0.5,55.021751403808594
0.03,0.5,75.0,0.1,75.0,1000000.0,75.44947814941406
0.24,1.0,25.0,0.02,75.0,0.5,100.84237670898438
0.12,0.5,150.0,0.02,25.0,1.0,
0.03,0.5,25.0,0.02,75.0,1000000.0,97.01607513427734
0.03,0.25,75.0,5.0,25.0,1.0,56.22181701660156
0.12,1.0,75.0,5.0,5.0,1000000.0,
0.24,1.0,25.0,0.02,5.0,1000000.0,98.53656768798828
0.12,1.0,150.0,0.02,5.0,0.5,61.6706428527832
0.03,0.5,150.0,0.02,25.0,1000000.0,82.32350158691406
0.06,1.0,150.0,0.02,5.0,2.0,61.54071807861328
0.03,0.5,25.0,5.0,75.0,2.0,58.8848762512207
0.03,0.25,25.0,0.5,25.0,1.0,56.349639892578125
0.12,0.25,25.0,50.0,5.0,0.5,63.49674987792969
0.03,1.0,25.0,0.1,75.0,1000000.0,79.4976577758789
0.015,0.25,25.0,50.0,5.0,2.0,57.480133056640625
0.03,0.25,25.0,0.02,25.0,2.0,79.1083755493164
0.015,1.0,75.0,50.0,5.0,2.0,58.0307502746582
0.12,1.0,150.0,0.5,25.0,2.0,
0.03,0.5,75.0,0.02,75.0,1.0,79.71876525878906
0.12,1.0,150.0,5.0,75.0,1000000.0,
0.12,0.25,25.0,50.0,75.0,2.0,
0.015,0.5,25.0,50.0,25.0,1000000.0,63.257076263427734
0.12,0.25,25.0,5.0,25.0,2.0,71.56844329833984
0.24,0.5,25.0,5.0,75.0,1.0,
0.015,0.25,75.0,0.5,5.0,0.5,54.98970031738281
0.06,1.0,25.0,5.0,75.0,0.5,63.68562316894531
0.06,1.0,25.0,0.5,75.0,0.5,64.87622833251953
0.24,1.0,75.0,0.02,25.0,1.0,87.33636474609375
0.24,0.5,75.0,50.0,75.0,1.0,
0.24,1.0,25.0,0.02,75.0,1000000.0,113.96705627441406
0.06,1.0,150.0,5.0,75.0,1.0,
0.015,0.25,25.0,50.0,5.0,1.0,53.304691314697266
0.015,0.5,75.0,0.1,75.0,0.5,71.48249816894531
0.06,0.25,150.0,50.0,5.0,0.5,56.50682067871094
0.12,1.0,75.0,50.0,25.0,1000000.0,
0.06,0.25,25.0,50.0,25.0,1.0,59.91191482543945
0.24,0.25,75.0,0.5,75.0,1000000.0,
0.03,1.0,150.0,0.1,75.0,1.0,77.08843994140625
0.015,1.0,150.0,0.1,75.0,1.0,76.29624938964844
0.015,1.0,150.0,5.0,5.0,1000000.0,68.177734375
0.24,1.0,25.0,0.1,5.0,1.0,77.34943389892578
0.015,1.0,75.0,5.0,75.0,0.5,56.47153091430664
0.015,0.25,150.0,50.0,75.0,0.5,56.87797546386719
0.24,1.0,25.0,0.02,5.0,1.0,76.15543365478516
0.03,1.0,150.0,0.5,75.0,1.0,64.02950286865234
0.24,1.0,150.0,0.1,25.0,1.0,
0.015,1.0,75.0,50.0,75.0,2.0,58.92676544189453
0.12,0.5,75.0,0.5,25.0,1000000.0,
0.24,0.25,75.0,0.5,75.0,0.5,
0.24,1.0,75.0,0.1,25.0,0.5,84.85275268554688
0.03,0.25,25.0,0.02,5.0,2.0,64.32146453857422
0.12,0.25,25.0,5.0,25.0,1.0,67.6154556274414
0.03,1.0,150.0,0.1,25.0,1.0,65.4679946899414
0.03,0.25,25.0,50.0,5.0,0.5,52.28622817993164
0.24,0.5,25.0,0.5,25.0,2.0,
0.12,0.5,25.0,50.0,75.0,1000000.0,
0.03,0.5,75.0,0.02,25.0,0.5,65.43193817138672
0.015,0.25,150.0,0.02,25.0,0.5,67.49852752685547
0.24,0.5,150.0,5.0,25.0,1.0,
0.015,0.5,75.0,50.0,75.0,2.0,58.37327575683594
0.12,1.0,150.0,0.5,5.0,1.0,
0.06,1.0,25.0,5.0,5.0,0.5,61.197723388671875
0.24,1.0,25.0,50.0,5.0,1000000.0,
0.12,0.5,150.0,0.02,5.0,2.0,
0.06,0.5,25.0,5.0,75.0,2.0,
0.03,1.0,25.0,0.02,5.0,0.5,58.172218322753906
0.12,0.25,25.0,0.02,5.0,2.0,77.3869400024414
0.03,0.25,75.0,0.1,75.0,2.0,66.60221862792969
0.06,0.25,25.0,0.02,75.0,1.0,88.97071075439453
0.24,1.0,75.0,0.5,25.0,2.0,
0.24,0.25,25.0,0.5,75.0,2.0,
0.12,0.5,75.0,50.0,75.0,1000000.0,
0.03,0.5,150.0,0.02,75.0,0.5,77.60575103759766
0.24,0.25,150.0,0.5,25.0,1000000.0,
0.06,0.5,75.0,5.0,25.0,0.5,61.83308792114258
0.03,0.5,150.0,0.02,25.0,2.0,67.12198638916016
0.06,0.5,25.0,5.0,25.0,1000000.0,76.68658447265625
0.24,0.5,25.0,50.0,25.0,0.5,71.53032684326172
0.06,1.0,75.0,0.5,75.0,1.0,
0.015,1.0,25.0,0.1,25.0,1.0,64.16032409667969
0.03,1.0,150.0,0.02,75.0,0.5,77.67697143554688
0.24,0.5,150.0,50.0,5.0,0.5,
0.03,0.25,25.0,0.02,75.0,2.0,89.08210754394531
0.015,0.5,75.0,0.02,5.0,1.0,57.750911712646484
0.12,1.0,150.0,0.5,75.0,1.0,
0.24,0.25,75.0,0.5,75.0,1.0,
0.03,0.25,75.0,50.0,75.0,0.5,55.687599182128906
0.24,1.0,150.0,0.02,25.0,0.5,
0.24,0.25,75.0,0.02,25.0,2.0,
0.24,1.0,75.0,0.02,5.0,0.5,69.65869903564453
0.24,0.25,25.0,5.0,75.0,2.0,
0.12,0.25,25.0,5.0,5.0,0.5,64.56094360351562
0.24,0.5,150.0,50.0,25.0,1.0,
0.06,0.5,25.0,50.0,5.0,0.5,57.88782501220703
0.03,0.25,150.0,50.0,25.0,1.0,56.40309524536133
0.12,0.25,150.0,0.02,5.0,1.0,63.40172576904297
0.03,1.0,75.0,0.5,75.0,0.5,60.16254425048828
0.03,0.5,75.0,0.1,25.0,1.0,62.44953536987305
0.12,0.5,75.0,5.0,25.0,0.5,65.87106323242188
0.03,1.0,25.0,0.02,25.0,1000000.0,87.6191635131836
0.24,0.5,25.0,5.0,75.0,0.5,
0.06,1.0,150.0,0.02,25.0,2.0,74.5193099975586
0.12,0.25,150.0,50.0,75.0,2.0,
0.06,0.5,150.0,0.02,5.0,2.0,60.59770965576172
0.03,0.25,75.0,0.5,25.0,1.0,56.736846923828125
0.03,1.0,75.0,5.0,75.0,2.0,59.448246002197266
0.12,0.5,75.0,0.1,5.0,2.0,67.49268341064453
